,Unnamed: 0,index,Unnamed: 0.1,lien,Modèle,Kilométrage,Année,data de MàJ,Carrosserie,Energie,Puissance,Boite,Couleur,Description,Prix,marque,vehicule,model
731,785,785,785,https://www.automobile.tn/fr/occasion/renault/megane/48558,Renault Megane ,168000.0,2009,2020-01-14,Berline,Diesel,6,Manuelle,Autre,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",27000.0,Renault,Megane,Megane
732,786,786,786,https://www.automobile.tn/fr/occasion/nissan/qashqai/48554,Nissan Qashqai 1.6 DCI EDITION CONNECT ,140560.0,2012,2020-01-13,4 x 4,Diesel,7,Manuelle,Blanc,"  Antibrouillards   Détecteur de pluie   Jantes en alliage   Rétroviseurs électriques   Toit panoramique    Accoudoir avant   Autoradio CD   Bluetooth   Bouton Start & Stop   Connectivité Aux, usb, iPod   Ordinateur de bord   Régulateur de vitesse  ",49000.0,Nissan,Vanette,Qashqai
733,787,787,787,https://www.automobile.tn/fr/occasion/ford/fiesta/48552,Ford Fiesta ,58000.0,2015,2020-01-13,Berline,Essence,5,Manuelle,Gris anthracite,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Bluetooth   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",38000.0,Ford,Bedford,Fiesta
734,788,788,788,https://www.automobile.tn/fr/occasion/mitsubishi/mirage/48359,Mitsubishi Mirage ,55000.0,2017,2020-04-01,Citadine,Essence,4,Manuelle,Rouge,,29000.0,Mitsubishi,Pick Up,Canter
735,789,789,789,https://www.automobile.tn/fr/occasion/audi/a4/42918,Audi A4 1.8TFSI160ch Ambient ,180000.0,2010,2019-02-22,Berline,Essence,9,Manuelle,Gris Shark,  Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Climatisation   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,37000.0,Audi,A1,A4
736,790,790,790,https://www.automobile.tn/fr/occasion/opel/astra/48548,Opel Astra astra j 1.4 ecotec ,64000.0,2012,2020-01-13,Citadine,Essence,6,Manuelle,Noir,"  Antibrouillards   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Vitres teintées    Autoradio   Autoradio CD   Autoradio CD/Mp3   Boîte à gants réfrigérée   Chargeur CD   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Sièges réglables en hauteur   Sièges chauffants   Vitres électriques   Volant/levier de vitesse en cuir   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",34200.0,Opel,Astra,Astra
737,791,791,791,https://www.automobile.tn/fr/occasion/peugeot/208/48541,Peugeot 208 Essence ,100000.0,2012,2020-01-13,Berline,Essence,5,Manuelle,Gris Shark,  Antibrouillards   Fermeture centralisée    Autoradio   Autoradio CD   Climatisation   Direction assistée   Vitres électriques  ,26000.0,Peugeot,208,208
738,792,792,792,https://www.automobile.tn/fr/occasion/nissan/micra/48537,Nissan Micra ,120000.0,2016,2020-01-13,Citadine,Essence,5,Manuelle,Bleu,"  Antibrouillards   Fermeture centralisée   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Autoradio CD/Mp3   Bluetooth   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Vitres électriques  ",24000.0,Nissan,Micra,Micra
739,793,793,793,https://www.automobile.tn/fr/occasion/kia/rio/48539,KIA Rio Berline ,76000.0,2014,2020-01-13,Berline,Essence,5,Manuelle,Gris Shark,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Peinture métallisée   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   GPS   Palettes au volant   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",32500.0,Kia,Carens,Rio
740,794,794,794,https://www.automobile.tn/fr/occasion/lancia/ypsilon/48530,Lancia Ypsilon Impeccable ,85000.0,2015,2020-12-01,Compacte,Essence,4,Manuelle,Gris argent,"  Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques    Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sellerie en cuir   Sièges réglables en hauteur   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",29500.0,lancia,,Ypsilon
741,795,795,795,https://www.automobile.tn/fr/occasion/peugeot/308/48327,Peugeot 308 ,157000.0,2015,2020-02-01,Compacte,Essence,5,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",39500.0,Peugeot,308,308
742,796,796,796,https://www.automobile.tn/fr/occasion/ds/3/48535,DS 3 ,103862.25484325859,2016,2020-12-01,Coupé,Essence,5,Manuelle,Rouge,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",48500.0,Mercedes-Benz,300,Classe E
743,797,797,797,https://www.automobile.tn/fr/occasion/citroen/nemo/48532,Citroën Nemo ,177000.0,2013,2020-12-01,Autres,Diesel,6,Manuelle,Blanc,"  Fermeture centralisée    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Sellerie en cuir   Vitres électriques   Volant réglable hauteur/profondeur  ",27087.5,Citroen,Nemo,Nemo
744,798,798,798,https://www.automobile.tn/fr/occasion/fiat/grande-punto/48528,Fiat Grande Punto ,107148.14814814813,2009,2020-12-01,Citadine,Essence,5,Manuelle,Noir,  Antibrouillards   Détecteur de pluie   Fermeture centralisée   Rétroviseurs électriques    Autoradio   Autoradio CD   Direction assistée   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,25261.538461538457,Fiat,Grande Punto,Grande Punto
745,799,799,799,https://www.automobile.tn/fr/occasion/chery/tiggo-2/48520,Chery Tiggo 2 ,99412.74616341817,2020,2020-12-01,4 x 4,Essence,6,Manuelle,Noir,"  Antibrouillards   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Vitres teintées    Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Caméra de recul   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",50000.0,Chery,Tiggo,Tiggo
746,801,801,801,https://www.automobile.tn/fr/occasion/tata/xenon-sc/48516,Tata Xenon SC ,115000.0,2016,2020-12-01,Utilitaire,Diesel,7,Manuelle,Noir,  Antibrouillards   Phares au xénon    Autoradio CD   Climatisation   Direction assistée   3 appuis têtes arrières  ,37000.0,Autres,,Autres
747,802,802,802,https://www.automobile.tn/fr/occasion/mitsubishi/l200-simple-cabine/48515,Mitsubishi L200 Simple Cabine Gazoil ,127422.48502003547,2010,2020-12-01,Utilitaire,Diesel,8,Manuelle,Blanc,,26000.0,Mitsubishi,Canter,L200
748,803,803,803,https://www.automobile.tn/fr/occasion/fiat/panda/48513,Fiat Panda ,106367.55555555556,2018,2020-11-01,Citadine,Essence,4,Manuelle,Gris Shark,"  Antibrouillards   Détecteur de luminosité   Fermeture centralisée   Feux à LED   Lave Phares    Autoradio   Autoradio CD   Autoradio CD/Mp3   Bouton Start & Stop   Chargeur CD   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Sièges réglables en hauteur   Vitres électriques   Volant réglable hauteur/profondeur  ",33000.0,Fiat,Fiorino,Panda
749,804,804,804,https://www.automobile.tn/fr/occasion/peugeot/308/48512,Peugeot 308 ,164000.0,2014,2020-11-01,Compacte,Essence,5,Manuelle,Gris argent,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",39000.0,Peugeot,308,308
750,805,805,805,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/48511,Hyundai Grand i10 Motorisation ,57481.0,2016,2020-11-01,Cabriolet,Essence,5,Manuelle,Rouge,"  Antibrouillards   Fermeture centralisée    Autoradio   Autoradio CD   Autoradio CD/Mp3   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Vitres électriques  ",30500.0,Hyundai,Grand i10,Grand i10
751,806,806,806,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/48508,Mercedes-Benz Classe A 1.8 ,150000.0,2014,2020-11-01,Coupé,Essence,7,Manuelle,Gris Shark,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",78000.0,Mercedes-Benz,Classe A,Classe A
752,808,808,808,https://www.automobile.tn/fr/occasion/mg/gs/48506,MG GS ,110000.0,2017,2020-11-01,4 x 4,Essence,9,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",57500.0,Mitsubishi,Pajero Sport,Pajero Sport
753,809,809,809,https://www.automobile.tn/fr/occasion/mazda/3/48181,Mazda 3 ,99000.0,2015,2019-12-24,Berline,Essence,6,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",45000.0,Mazda,Familia,3
754,810,810,810,https://www.automobile.tn/fr/occasion/ford/fiesta/48505,Ford Fiesta ,117500.0,2009,2020-10-01,Citadine,Essence,5,Manuelle,Gris argent,,25500.0,Ford,Bedford,Fiesta
755,811,811,811,https://www.automobile.tn/fr/occasion/renault/megane/48498,Renault Megane 1.9dci ,147500.0,2007,2020-10-01,Berline,Diesel,7,Manuelle,Gris Shark,,25000.0,Renault,Megane CC,Megane
756,812,812,812,https://www.automobile.tn/fr/occasion/ssangyong/tivoli/48497,Ssangyong Tivoli Essence ,67000.0,2016,2020-10-01,Berline,Essence,7,Manuelle,Gris argent,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Bluetooth   Boîte à gants réfrigérée   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",53000.0,Ssangyong,Stavic,Actyon
757,813,813,813,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/48494,Mercedes-Benz Classe A MERCEDES  A180 ,98000.0,2013,2020-10-01,Berline,Essence,6,Manuelle,Blanc,"  Antibrouillards   Détecteur de luminosité   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",63000.0,Mercedes-Benz,Classe CLS,Classe A
758,814,814,814,https://www.automobile.tn/fr/occasion/toyota/prado/48493,Toyota Prado ,133125.16281493663,2001,2020-10-01,4 x 4,Diesel,16,Manuelle,Blanc,  Jantes en alliage   Rétroviseurs électriques   Vitres teintées    Autoradio CD  ,51000.0,Toyota,Prado,Prado
759,815,815,815,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/44733,BMW Série 1 1.6 ,130000.0,2013,2019-11-06,Coupé,Essence,7,Automatique,Blanc,"  Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Lave Phares   Peinture métallisée   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",52000.0,BMW,Serie 1,Serie 1
760,816,816,816,https://www.automobile.tn/fr/occasion/citroen/ds5/48491,Citroën DS5 ,145000.0,2013,2020-10-01,Berline,Diesel,4,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit panoramique   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges électriques   Sièges chauffants   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",50000.0,Citroen,DS5,DS5
761,817,817,817,https://www.automobile.tn/fr/occasion/ford/ranger/48487,Ford Ranger ,100000.0,2014,2020-09-01,Pick up,Diesel,7,Manuelle,Gris argent,  Antibrouillards   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Lave Phares   Rétroviseurs électriques    Accoudoir avant   Autoradio CD/Mp3   Caméra de recul   Climatisation   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Volant/levier de vitesse en cuir  ,68000.0,Ford,Ranger,Ranger
762,818,818,818,https://www.automobile.tn/fr/occasion/dacia/dokker/48480,Dacia Dokker ,120000.0,2014,2020-09-01,Autres,Diesel,6,Manuelle,Gris argent,"  Fermeture centralisée    Autoradio   Autoradio CD   Bluetooth   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Sièges chauffants   Vitres électriques   Volant réglable hauteur/profondeur  ",26000.0,Dacia,Dokker,Dokker
763,819,819,819,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/48479,Mercedes-Benz Classe E CGI BlueEfficiency. ,162000.0,2010,2020-09-01,Berline,Essence,11,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",73000.0,Mercedes-Benz,Classe CL,Classe E
764,820,820,820,https://www.automobile.tn/fr/occasion/mazda/3/48443,Mazda 3 coupé 37200 km ,103862.25484325859,2016,2020-08-01,Compacte,Essence,6,Manuelle,Gris Shark,,49500.0,Mazda,E2000,2
765,821,821,821,https://www.automobile.tn/fr/occasion/mazda/cx-5/48474,Mazda CX-5 4X4 ,72000.0,2015,2020-08-01,4 x 4,Essence,9,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",82000.0,Mazda,CX-5,CX-5
766,822,822,822,https://www.automobile.tn/fr/occasion/ford/fusion/48377,"Ford Fusion 1,5 l 160 CV Turbo- TOUT OPTIONS ",75000.0,2016,2020-05-01,Berline,Essence,9,Manuelle,Orange,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",70000.0,Ford,Fusion,Fusion
767,823,823,823,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/48453,Mercedes-Benz Classe A  A 180 Essence ,62000.0,2012,2020-08-01,Citadine,Essence,6,Manuelle,Blanc,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Lave Phares   Peinture métallisée   Radar de recul   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",74000.0,Mercedes-Benz,Classe A,Classe A
768,824,824,824,https://www.automobile.tn/fr/occasion/volvo/440/48467,Volvo 440 VOLVO ,129698.4311799308,2009,2020-08-01,Utilitaire,Diesel,32,Manuelle,Blanc,  Autoradio CD/Mp3   Climatisation  ,60000.0,Volvo,S60,S40
769,825,825,825,https://www.automobile.tn/fr/occasion/peugeot/partner/48465,Peugeot Partner Partner ,165000.0,2013,2020-08-01,Utilitaire,Diesel,7,Manuelle,Blanc,  Fermeture centralisée    Autoradio CD/Mp3   Climatisation  ,28055.555555555555,Peugeot,Partner,Partner
770,826,826,826,https://www.automobile.tn/fr/occasion/nissan/navara/48423,Nissan Navara ,98171.52278066248,2018,2020-07-01,Pick up,Diesel,10,Manuelle,Noir,"  Antibrouillards   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Autoradio   Autoradio CD   Bluetooth   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Palettes au volant   Sellerie en cuir   Sièges réglables en hauteur   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",87000.0,Nissan,Navara,Navara
771,827,827,827,https://www.automobile.tn/fr/occasion/chery/tiggo-2/48449,Chery Tiggo 2 SUV ,99396.19651831477,2020,2020-08-01,4 x 4,Essence,6,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Vitres teintées    Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Caméra de recul   Chargeur CD   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",51000.0,Chery,Tiggo,Tiggo
772,828,828,828,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/48445,BMW Série 1 ,130000.0,2012,2020-08-01,Compacte,Essence,7,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Fermeture centralisée   Rétroviseurs électriques    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",45500.0,BMW,Serie 1,Serie 1
773,829,829,829,https://www.automobile.tn/fr/occasion/peugeot/boxer/47440,Peugeot Boxer ,100000.0,2015,2019-11-15,Autres,Diesel,7,Manuelle,Blanc,,56000.0,Peugeot,Boxer,Boxer
774,830,830,830,https://www.automobile.tn/fr/occasion/mazda/3-sedan/48262,Mazda 3 sedan ,81000.0,2019,2019-12-28,Citadine,Essence,6,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",71000.0,Mazda,Familia,3
775,831,831,831,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/48418,Volkswagen Golf 6 1.6 ,127427.95604445832,2010,2020-07-01,Autres,Diesel,5,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques    Accoudoir avant   Autoradio   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",35000.0,Volkswagen,Golf 6,Golf 6
