,Unnamed: 0,index,Unnamed: 0.1,lien,Modèle,Kilométrage,Année,data de MàJ,Carrosserie,Energie,Puissance,Boite,Couleur,Description,Prix,marque,vehicule,model
878,943,943,943,https://www.automobile.tn/fr/occasion/audi/a1/48136,Audi A1 ,175000.0,2011,2019-12-22,Citadine,Essence,6,Manuelle,Rouge,  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Boîte à gants réfrigérée   Climatronic   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,42000.0,Audi,A1,A1
879,944,944,944,https://www.automobile.tn/fr/occasion/renault/clio/48135,Renault Clio ,100000.0,2014,2019-12-22,Citadine,Essence,5,Manuelle,Rouge,,32500.0,Renault,Grand Scenic,Clio
880,945,945,945,https://www.automobile.tn/fr/occasion/citroen/c5/48133,Citroën C5 Diesel ,123873.62931876625,2011,2019-12-22,Citadine,Diesel,6,Manuelle,Gris argent,  Antibrouillards   Fermeture centralisée   Feux à LED   Peinture métallisée   Rétroviseurs électriques    Accoudoir avant   Autoradio CD   Boîte à gants réfrigérée   Climatisation   Direction assistée   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,28000.0,Citroen,C-Crosser,C5
881,947,947,947,https://www.automobile.tn/fr/occasion/audi/a3/47550,Audi A3 1.2 TFSi ,109000.0,2014,2019-11-21,Compacte,Essence,6,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs rabattables    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",73000.0,Audi,A2,A3
882,948,948,948,https://www.automobile.tn/fr/occasion/volkswagen/polo/48018,Volkswagen Polo ,138000.0,2015,2019-12-16,Citadine,Essence,4,Manuelle,Noir,,31500.0,Volkswagen,Vento,Polo
883,949,949,949,https://www.automobile.tn/fr/occasion/citroen/nemo/48128,Citroën Nemo ,128000.0,2016,2019-12-21,Autres,Diesel,5,Manuelle,Blanc,  Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Climatisation   Climatronic  ,29000.0,Citroen,Nemo,Nemo
884,950,950,950,https://www.automobile.tn/fr/occasion/ford/ka/48127,Ford Ka ,67000.0,2014,2019-12-21,Citadine,Essence,4,Manuelle,Blanc,  Antibrouillards   Fermeture centralisée   Radar de recul   Rétroviseurs rabattables    Autoradio CD   Climatisation  ,26500.0,Ford,Bedford,Ka
885,951,951,951,https://www.automobile.tn/fr/occasion/dacia/logan-mcv/48124,Dacia Logan MCV ,125000.0,2015,2019-12-21,Berline,Essence,5,Manuelle,Autre,"  Antibrouillards   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Rétroviseurs rabattables   Vitres teintées    Autoradio CD/Mp3   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",30000.0,Dacia,Logan,Logan MCV
886,952,952,952,https://www.automobile.tn/fr/occasion/ford/focus/48105,Ford Focus ,75000.0,2017,2019-12-20,Citadine,Essence,6,Manuelle,Gris Shark,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",50000.0,Ford,Focus,Focus
888,954,954,954,https://www.automobile.tn/fr/occasion/audi/a3/48121,Audi A3 A vendre Audi A3 Sportback neuf ,53000.0,2016,2019-12-21,Citadine,Essence,6,Manuelle,Blanc,"  Antibrouillards   Détecteur de luminosité   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Chargeur CD   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",74000.0,Audi,R8,A3
889,955,955,955,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/47500,Hyundai Grand i10 ,80000.0,2017,2019-11-19,Compacte,Essence,4,Manuelle,Noir,"  Antibrouillards   Fermeture centralisée   Peinture métallisée   Rétroviseurs électriques   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",26900.0,Hyundai,Grand i10,Grand i10
890,957,957,957,https://www.automobile.tn/fr/occasion/fiat/punto-easy/48098,Fiat Punto ,168000.0,2008,2019-12-20,Citadine,Essence,5,Manuelle,Bleu,,28500.0,Fiat,Punto,Punto
891,958,958,958,https://www.automobile.tn/fr/occasion/volkswagen/polo/48036,Volkswagen Polo moteur 1.2 3 cylindres ,119906.86728129095,2012,2019-12-17,Citadine,Essence,5,Manuelle,Blanc,  Antibrouillards   Fermeture centralisée    Accoudoir avant   Autoradio CD/Mp3   Chargeur CD   Climatisation   Direction assistée   Sièges réglables en hauteur   Vitres électriques  ,23000.0,Volkswagen,Transporter,Polo
892,959,959,959,https://www.automobile.tn/fr/occasion/fiat/500l/47382,Fiat 500L ,110000.0,2015,2019-12-11,Monospace,Essence,6,Manuelle,Gris anthracite,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs rabattables   Toit panoramique    Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",46500.0,Fiat,500L,500L
893,960,960,960,https://www.automobile.tn/fr/occasion/bmw/x1/48090,BMW X1 En bon état ,127393.12332489988,2010,2019-12-20,4 x 4,Diesel,10,Automatique,Marron,,50000.0,BMW,Cabriolet,X1
894,961,961,961,https://www.automobile.tn/fr/occasion/peugeot/208/47898,Peugeot 208 ,85000.0,2014,2019-08-12,Citadine,Essence,5,Manuelle,Noir,  Fermeture centralisée    Accoudoir avant   Autoradio CD   Autoradio CD/Mp3   Boîte à gants réfrigérée   Climatisation   Direction assistée   Vitres électriques   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,32000.0,Peugeot,208,208
895,962,962,962,https://www.automobile.tn/fr/occasion/seat/leon/48076,Seat Leon Style ,121000.0,2014,2019-12-19,Berline,Essence,5,Manuelle,Marron,"  Antibrouillards   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",36000.0,Seat,Leon ST,Leon ST
896,963,963,963,https://www.automobile.tn/fr/occasion/bmw/serie-3/47460,BMW Série 3 E90 série 3 phase 2 ,110000.0,2009,2019-11-17,Berline,Essence,7,Manuelle,Beige,,45000.0,BMW,Serie 2,Serie 3
897,964,964,964,https://www.automobile.tn/fr/occasion/fiat/500x/48074,Fiat 500X 1.4 L MULTIAIR POP STAR BVA ,101002.4170689218,2017,2019-12-19,4 x 4,Essence,8,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",75000.0,Fiat,Tipo,500
898,965,965,965,https://www.automobile.tn/fr/occasion/citroen/nemo/48073,Citroën Nemo ,106000.0,2014,2019-12-18,Autres,Diesel,6,Manuelle,Autre,  Autoradio CD   Autoradio CD/Mp3   Climatisation   Vitres électriques  ,22500.0,Citroen,Nemo,Nemo
899,966,966,966,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/48071,Volkswagen Golf 6 ,163500.0,2010,2019-12-18,Berline,Essence,5,Manuelle,Gris Shark,  Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio CD/Mp3   Boîte à gants réfrigérée   Climatisation   Climatronic   Direction assistée   Sièges réglables en hauteur   Sièges chauffants   Vitres électriques   Volant/levier de vitesse en cuir   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,33500.0,Volkswagen,Golf 6,Golf 6
900,967,967,967,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/48066,Volkswagen Golf 7 Très bon état ,133000.0,2013,2019-12-18,Compacte,Essence,5,Manuelle,Autre,"  Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques    Accoudoir avant   Accoudoir arrière   Autoradio CD/Mp3   Bluetooth   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",48000.0,Volkswagen,Golf 7,Golf 7
901,968,968,968,https://www.automobile.tn/fr/occasion/peugeot/207/48020,Peugeot 207 1.4. HDi ,127393.12332489988,2010,2019-12-16,Berline,Diesel,4,Manuelle,Noir,  Détecteur de pluie   Fermeture centralisée    Autoradio CD/Mp3   Climatisation   Direction assistée   Ordinateur de bord   Vitres électriques   Volant multi-fonctions   Volant réglable hauteur/profondeur  ,26375.0,Peugeot,207,207
902,969,969,969,https://www.automobile.tn/fr/occasion/renault/clio/48059,Renault Clio ,60000.0,2013,2019-12-18,Compacte,Essence,5,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",35000.0,Renault,Grand Scenic,Clio
903,970,970,970,https://www.automobile.tn/fr/occasion/citroen/nemo/47947,Citroën Nemo ,80000.0,2016,2019-11-12,Monospace,Diesel,5,Manuelle,Gris Shark,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Peinture métallisée   Rétroviseurs électriques    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Boîte à gants réfrigérée   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord  ",28000.0,Citroen,Nemo,Nemo
904,971,971,971,https://www.automobile.tn/fr/occasion/kia/sportage/47589,KIA Sportage 1.6 ,98281.21293677436,2018,2019-11-23,Compacte,Essence,8,Automatique,Gris Shark,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières  ",60433.333333333336,Kia,Sorento,Sportage
905,972,972,972,https://www.automobile.tn/fr/occasion/peugeot/301/48053,Peugeot 301 Allure ,63350.0,2015,2019-12-18,Berline,Essence,5,Manuelle,Beige,"  Antibrouillards   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Vitres teintées    Accoudoir avant   Autoradio CD/Mp3   Bluetooth   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Ordinateur de bord   Volant/levier de vitesse en cuir  ",28500.0,Peugeot,301,301
906,973,973,973,https://www.automobile.tn/fr/occasion/kia/cerato-koup/48052,KIA Cerato KOUP ,180000.0,2010,2019-12-18,Cabriolet,Essence,9,Manuelle,Blanc,"  Jantes en alliage   Toit panoramique   Vitres teintées    Autoradio CD   Bluetooth   Caméra de recul   Chargeur CD   Climatisation   Connectivité Aux, usb, iPod   Sellerie en cuir   Sièges réglables en hauteur   Sièges chauffants   Vitres électriques   Volant réglable hauteur/profondeur  ",33000.0,Kia,Cerato,Cerato
907,974,974,974,https://www.automobile.tn/fr/occasion/volkswagen/polo/48051,Volkswagen Polo 1.2 ,160000.0,2010,2019-12-18,Compacte,Essence,5,Manuelle,Gris Shark,  Fermeture centralisée    Autoradio CD   Autoradio CD/Mp3   Boîte à gants réfrigérée   Climatisation   Direction assistée   Sellerie en cuir   Sièges réglables en hauteur   Vitres teintées   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,23500.0,Volkswagen,Vento,Polo
908,975,975,975,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/48050,BMW Série 1 116i ,111000.0,2013,2019-12-18,Berline,Essence,7,Manuelle,Noir,  Antibrouillards   Détecteur de luminosité   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Radar de recul    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Climatisation   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,49000.0,BMW,Serie 1,Serie 1
909,976,976,976,https://www.automobile.tn/fr/occasion/nissan/qashqai/48047,Nissan Qashqai 1.5 diesel moteur K9K ,127393.12332489988,2010,2019-12-17,Compacte,Diesel,6,Manuelle,Marron,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques   Rétroviseurs rabattables   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",41000.0,Nissan,Almera,Qashqai
910,977,977,977,https://www.automobile.tn/fr/occasion/peugeot/301/48046,Peugeot 301 allure ,63000.0,2015,2019-12-17,Berline,Essence,5,Manuelle,Blanc,"  Antibrouillards   Fermeture centralisée   Jantes en alliage   Radar de recul   Rétroviseurs électriques    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",28800.0,Peugeot,301,301
911,978,978,978,https://www.automobile.tn/fr/occasion/fiat/punto-evo/48041,Fiat Punto Evo ,156000.0,2011,2019-12-17,Coupé,Essence,4,Manuelle,Blanc,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Rétroviseurs électriques    Autoradio CD/Mp3   Bluetooth   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Sièges électriques   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",23000.0,Fiat,Punto,Punto
912,979,979,979,https://www.automobile.tn/fr/occasion/ford/focus/48026,Ford Focus 6cv ,95000.0,2016,2019-12-17,Citadine,Essence,6,Manuelle,Gris Shark,  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées  ,42000.0,Ford,Focus,Focus
913,980,980,980,https://www.automobile.tn/fr/occasion/ford/focus/48025,Ford Focus ,90000.0,2017,2019-12-17,Berline,Essence,6,Manuelle,Autre,,49000.0,Ford,Focus,Focus
914,981,981,981,https://www.automobile.tn/fr/occasion/volkswagen/polo/48022,Volkswagen Polo ,161000.0,2011,2019-12-17,Berline,Essence,5,Manuelle,Rouge,,22900.0,Volkswagen,Vento,Polo
915,982,982,982,https://www.automobile.tn/fr/occasion/nissan/qashqai/47189,Nissan Qashqai Tekna+ ,60000.0,2017,2019-10-31,4 x 4,Essence,6,Automatique,Blanc,,90000.0,Nissan,Serena,Qashqai
916,983,983,983,https://www.automobile.tn/fr/occasion/peugeot/208/48019,Peugeot 208 1.2 ,128000.0,2013,2019-12-16,Compacte,Essence,5,Manuelle,Bleu,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",32000.0,Peugeot,208,208
917,984,984,984,https://www.automobile.tn/fr/occasion/volkswagen/passat/48016,Volkswagen Passat ,119495.19415609384,2011,2019-12-16,Berline,Diesel,5,Manuelle,Blanc,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",55000.0,Volkswagen,Passat,Passat
918,985,985,985,https://www.automobile.tn/fr/occasion/fiat/panda/48015,Fiat Panda 1.2 ,90000.0,2015,2019-12-16,Compacte,Essence,4,Manuelle,Blanc,"  Antibrouillards    Accoudoir avant   Autoradio CD/Mp3   Climatisation   Connectivité Aux, usb, iPod   Ordinateur de bord   Sellerie en cuir   Vitres électriques   3 appuis têtes arrières  ",27000.0,Fiat,Fiorino,Panda
919,986,986,986,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/48014,Mercedes-Benz Classe C 180 Kompressor ,129638.52472477485,2009,2019-12-16,Berline,Essence,9,Automatique,Noir,  Antibrouillards   Détecteur de luminosité   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Climatronic   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,42000.0,Mercedes-Benz,Classe C Coupe,Classe C
920,987,987,987,https://www.automobile.tn/fr/occasion/opel/insignia/47723,Opel Insignia Insignia turbo ,185000.0,2012,2019-11-30,Citadine,Essence,11,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",42000.0,Opel,Insignia,Insignia
921,988,988,988,https://www.automobile.tn/fr/occasion/bmw/serie-3/48007,BMW Série 3 ,89000.0,2015,2019-12-16,Berline,Essence,7,Automatique,Bleu,"  Antibrouillards   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges électriques   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières  ",75500.0,BMW,Serie 3 GT,Serie 3 GT
922,989,989,989,https://www.automobile.tn/fr/occasion/peugeot/308/48005,Peugeot 308 5cv fiscaux 110 ch DIN ,130000.0,2015,2019-12-16,Compacte,Essence,5,Manuelle,Marron,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Lave Phares   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",39700.0,Peugeot,307 CC,308
923,991,991,991,https://www.automobile.tn/fr/occasion/audi/a4/47996,Audi A4 1.8T ,114000.0,2010,2019-12-15,Berline,Essence,7,Manuelle,Beige,  Antibrouillards   Fermeture centralisée   Peinture métallisée   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Climatisation   Direction assistée   Régulateur de vitesse   Vitres électriques   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,47000.0,Audi,A1,A4
924,992,992,992,https://www.automobile.tn/fr/occasion/dfsk/k01/46864,DFSK K01 ,98447.59322763572,2018,2019-10-17,Pick up,Essence,6,Manuelle,Blanc,  Antibrouillards   Fermeture centralisée    Autoradio   Autoradio CD/Mp3  ,23000.0,Skoda,Rapid,Fabia
925,993,993,993,https://www.automobile.tn/fr/occasion/mitsubishi/l200-simple-cabine/47993,Mitsubishi L200 Simple Cabine ,127398.41908291845,2010,2019-12-15,Utilitaire,Diesel,10,Manuelle,Blanc,,27000.0,Mitsubishi,Canter,L200
926,994,994,994,https://www.automobile.tn/fr/occasion/audi/a4/46659,Audi A4 1.8T Ambition luxe ,127398.41908291845,2010,2019-06-10,Berline,Essence,9,Manuelle,Noir,,34900.0,Audi,A1,A4
927,995,995,995,https://www.automobile.tn/fr/occasion/audi/a3-berline/47990,Audi A3 Berline ,143000.0,2015,2019-12-14,Berline,Essence,6,Automatique,Autre,  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatronic   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,70000.0,Audi,R8,A3
928,997,997,997,https://www.automobile.tn/fr/occasion/nissan/qashqai/47988,Nissan Qashqai 1.2 ,104048.61805670266,2016,2019-12-14,Autres,Essence,6,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit panoramique   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",84000.0,Nissan,Navara,Qashqai
