,lien, Marque , Modèle , Mise en circulation , Energie , Boite vitesse , kilométrage, Puissance fiscal, Etat du véhicule ,date annonce,Prix
761,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/voiture-15342,Audi,A4,07-2007,Diesel,Manuelle,228 Km,7 CV,Excellent,25 Fèvr. 2018,29000
762,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-5-ere-main-15352,Volkswagen,Golf 5,09-2005,Essence,Manuelle,212000 Km,5 CV,Excellent,25 Fèvr. 2018,26000
763,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-308-cc-15331,Peugeot,308 CC,12-2009,Essence,Manuelle,97000 Km,7 CV,Bon,19 Fèvr. 2018,32000
764,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/-15332,Peugeot,403,08-1960,Essence,Manuelle,500000 Km,9 CV,Bon,19 Fèvr. 2018,30000
765,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-corsa-modele-2014-15336,Opel,Corsa,05-2014,Essence,Manuelle,99000 Km,5 CV,D'origine,19 Fèvr. 2018,23500
766,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mazda-cx5-noir-metallisee-15327,Mazda,CX-5,05-2014,Essence,Automatique,75400 Km,9 CV,Excellent,18 Fèvr. 2018,75000
767,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-7-cup-toi-ouvrant-15310,Volkswagen,Golf 7,12-2014,Essence,Manuelle,69000 Km,6 CV,Neuf,15 Fèvr. 2018,68500
768,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-7-r400-allemande-15311,Volkswagen,Golf 7,12-2015,Essence,Manuelle,52000 Km,5 CV,Neuf,15 Fèvr. 2018,74000
769,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/vente-c3-diesel-15318,Citroen,C3,12-2011,Diesel,Manuelle,118000 Km,6 CV,Très bon,15 Fèvr. 2018,35000
770,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/vendre-audi-a3-s-line-berline-14-turbo-15319,Audi,A3,01-2014,Essence,Automatique,45 Km,7 CV,Excellent,15 Fèvr. 2018,95000
771,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/p-508-a-vendre-15307,Peugeot,508,09-2012,Diesel,Manuelle,102000 Km,6 CV,Excellent,13 Fèvr. 2018,41000
772,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-corsa-presque-neuve-15296,Opel,Corsa,01-2017,Essence,Manuelle,5000 Km,5 CV,Très bon,7 Fèvr. 2018,40000
773,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-ttes-options-importe-15275,Audi,A4,11-2007,Diesel,Manuelle,250000 Km,7 CV,D'origine,5 Fèvr. 2018,30000
774,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/-15277,Seat,Altea  ,03-2012,Essence,Manuelle,61000 Km,7 CV,Très bon,5 Fèvr. 2018,32500
775,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nouvelle-tata-xenon-4x2-dc-15263,Toyota,Yaris,01-2018,Diesel,Manuelle,850 Km,7 CV,Neuf,1 Fèvr. 2018,48000
776,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a1-15265,Audi,A1,03-2016,Essence,Automatique,15000 Km,6 CV,Neuf,1 Fèvr. 2018,73000
777,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-suv-15253,Ssangyong ,Rexto N,04-2006,Diesel,Automatique,299000 Km,11 CV,Très bon,29 Janv. 2018,26500
778,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-3-15256,Volkswagen,Polo 3,12-1999,Essence,Manuelle,280 Km,5 CV,Bon,29 Janv. 2018,10000
779,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-fiat-500-15229,Fiat,500,12-2015,Essence,Manuelle,11000 Km,4 CV,Neuf,27 Janv. 2018,37500
780,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-golf-7-r-400-15231,Volkswagen,Golf 7,12-2015,Essence,Manuelle,52000 Km,5 CV,Neuf,27 Janv. 2018,74000
781,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/seat-exeo-premiere-main-15232,Seat,Toledo,05-2011,Essence,Manuelle,159000 Km,7 CV,Excellent,27 Janv. 2018,28500
782,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c3-essence-15233,Citroen,C3,03-2012,Essence,Manuelle,90000 Km,5 CV,Très bon,27 Janv. 2018,22000
783,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/grandi-punto-1er-main-tout-option-15235,Fiat,Punto,01-2015,Essence,Manuelle,56000 Km,4 CV,D'origine,27 Janv. 2018,21000
784,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/skoda-fabia-1er-main-tout-option-15236,Skoda,Fabia,01-2016,Essence,Manuelle,100000 Km,4 CV,D'origine,27 Janv. 2018,24900
785,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-15237,Ford,Fiesta,09-2007,Essence,Manuelle,199000 Km,5 CV,Très bon,27 Janv. 2018,15200
786,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/iveco-15238,Fiat,Other,06-2006,Diesel,Manuelle,230000 Km,8 CV,Excellent,27 Janv. 2018,40000
787,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-106-ingection-novembre-1999-15214,Peugeot,106,11-1999,Essence,Manuelle,260000 Km,4 CV,Bon,23 Janv. 2018,8500
788,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-rio-15215,Kia,RIO,01-2011,Essence,Manuelle,239 Km,6 CV,Excellent,23 Janv. 2018,20500
789,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c-elysee-15211,Citroen,C Elysée,2014,Essence,Manuelle,82000 Km,5 CV,Très bon,22 Janv. 2018,20700
790,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-compus-15210,Renault,Clio Campus,2009,Essence,Manuelle,165000 Km,4 CV,Très bon,22 Janv. 2018,20000
791,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c5-15209,Citroen,C5,2008,Diesel,Manuelle,270000 Km,6 CV,Très bon,22 Janv. 2018,23500
792,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-15208,Renault,Megane,2003,Diesel,Manuelle,230000 Km,6 CV,Bon,22 Janv. 2018,10500
793,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-15207,Volkswagen,Polo 7,2013,Essence,Manuelle,115000 Km,5 CV,,22 Janv. 2018,18500
794,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-508-15206,Peugeot,508,2011,Diesel,Manuelle,153000 Km,6 CV,Très bon,22 Janv. 2018,33900
795,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-plus-15205,Peugeot,206 plus,2011,Essence,Manuelle,165000 Km,5 CV,Très bon,22 Janv. 2018,19700
796,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/jetta-match-15203,Volkswagen,Jetta,09-2012,Essence,Manuelle,104000 Km,6 CV,D'origine,22 Janv. 2018,42000
797,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-7-r400-allemande-15199,Volkswagen,Golf 7,12-2015,Essence,Manuelle,52000 Km,5 CV,Excellent,21 Janv. 2018,74000
798,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-punto-3-a-vendre-15202,Fiat,Punto,09-2007,Essence,Manuelle,194000 Km,5 CV,Bon,21 Janv. 2018,9500
799,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-focus-ghia-15193,Ford,Focus,07-2010,Essence,Manuelle,222000 Km,6 CV,Très bon,19 Janv. 2018,23000
800,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-e250d-15192,Mercedes,Classe E,01-2015,Diesel,Manuelle,8500 Km,8 CV,Neuf,17 Janv. 2018,100000
801,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-partner-tepee-15180,Peugeot,Partner Tepee,08-2014,Diesel,Manuelle,150000 Km,5 CV,D'origine,14 Janv. 2018,43000
802,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/megane-casquette-15184,Renault,Megane,10-2003,Essence,Automatique,147000 Km,6 CV,Excellent,14 Janv. 2018,16000
803,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a-vendre-seat-ibiza-15185,Seat,Ibiza,10-2015,Essence,Manuelle,35000 Km,5 CV,Excellent,14 Janv. 2018,30000
804,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/vente-opel-astra-h-annee-2007-15173,Opel,Astra,04-2007,Essence,Manuelle,250000 Km,5 CV,Très bon,11 Janv. 2018,19000
805,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-e220-diesel-kit-amg-15171,Mercedes,Classe E,11-2012,Diesel,Automatique,164000 Km,9 CV,Excellent,10 Janv. 2018,90000
806,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-uno-essence-1er-main-15172,Fiat,Uno,2004,Essence,Manuelle,169000 Km,4 CV,Très bon,10 Janv. 2018,11300
807,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-7-all-star-15169,Volkswagen,Golf 7,12-2016,Essence,Manuelle,33000 Km,5 CV,Excellent,9 Janv. 2018,66000
808,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-serie-3-116-kit-m-15164,BMW,SERIE 3 ,08-2008,Essence,Manuelle,39900 Km,7 CV,Excellent,8 Janv. 2018,42000
809,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-c180-kompressor-boite-auto-15166,Mercedes,Classe C,09-2009,Essence,Automatique,208000 Km,9 CV,D'origine,8 Janv. 2018,45000
810,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-panda-rouge-4-cv-essence-15163,Fiat,Panda,09-2011,Essence,Manuelle,49700 Km,4 CV,Neuf,7 Janv. 2018,21500
811,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/-15152,Volkswagen,Amarok,03-2015,Diesel,Manuelle,54000 Km,8 CV,Excellent,5 Janv. 2018,80000
812,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nissan-navara-15153,Nissan,Navara,06-2010,Diesel,Manuelle,299000 Km,7 CV,Très bon,5 Janv. 2018,36000
813,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nissan-juke-15158,Nissan,Juke,04-2017,Essence,Manuelle,8000 Km,6 CV,Neuf,5 Janv. 2018,77500
814,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a-ne-pas-rater-peugeot-407-boite-automatique-essence-15146,Peugeot,407,10-2006,Essence,Automatique,210000 Km,9 CV,Très bon,2 Janv. 2018,17300
815,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-c180-kompressor-boite-auto-15147,Mercedes,Classe C,08-2009,Essence,Automatique,208000 Km,9 CV,D'origine,2 Janv. 2018,45000
816,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-serie-3-116-kit-m-15148,BMW,SERIE 3 ,08-2008,Essence,Manuelle,39600 Km,7 CV,Excellent,2 Janv. 2018,49000
817,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/seat-exeo-15130,Seat,Toledo,02-2012,Essence,Manuelle,61000 Km,7 CV,Excellent,27 Déc. 2017,34500
818,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/passat-tdi-19-15131,Volkswagen,Passat,10-2008,Diesel,Automatique,160000 Km,6 CV,Très bon,27 Déc. 2017,30000
819,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-mini-allemande-15124,Mini,One,12-2014,Essence,Manuelle,50000 Km,5 CV,Neuf,25 Déc. 2017,64000
820,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-partner-mutisplace-15125,Peugeot,Partner ,08-2013,Essence,Manuelle,114000 Km,6 CV,Excellent,25 Déc. 2017,36800
821,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/smart-for-tow-2-4cv-essence-boite-auto-15126,Smart,Fortwo,09-2011,Essence,Automatique,19651 Km,4 CV,Excellent,25 Déc. 2017,27000
822,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-sport-15108,Audi,A4,03-2003,Diesel,Manuelle,300 Km,12 CV,Bon,21 Déc. 2017,21000
823,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/passat-b8-15100,Volkswagen,Passat,12-2012,Diesel,Manuelle,170 Km,5 CV,Très bon,19 Déc. 2017,34500
824,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/av-peugeot-301-serie-182-15103,Peugeot,301,07-2015,Essence,Manuelle,82000 Km,5 CV,Bon,19 Déc. 2017,21000
825,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-520-i-15105,BMW,SERIE 5 ,05-2012,Essence,Automatique,168000 Km,10 CV,Excellent,19 Déc. 2017,77000
826,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c4-diesel-15106,Citroen,C4,01-2012,Diesel,Manuelle,112000 Km,5 CV,Excellent,19 Déc. 2017,33000
827,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-compus-15097,Renault,Clio Campus,2010,Essence,Manuelle,135000 Km,4 CV,Très bon,15 Déc. 2017,20400
828,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c4-15096,Citroen,C4,2013,Essence,Manuelle,175000 Km,6 CV,Très bon,15 Déc. 2017,31000
829,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-15095,Volkswagen,Polo,2004,Essence,Manuelle,195000 Km,4 CV,Très bon,15 Déc. 2017,10400
830,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-benz-classe-c200-15094,Mercedes,Classe C,2015,Diesel,Automatique,27000 Km,7 CV,Excellent,15 Déc. 2017,100000
831,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-15093,Citroen,Berlingo,2013,Diesel,Manuelle,105000 Km,5 CV,Très bon,15 Déc. 2017,24300
832,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/dacia-logan-15092,Dacia,Logan,2011,Diesel,Manuelle,270000 Km,6 CV,Très bon,15 Déc. 2017,13500
833,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/cadillac-escalade-15091,Cadillac,Escalade,2009,Essence,Automatique,92000 Km,29 CV,Très bon,15 Déc. 2017,128000
834,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-dynamique-15090,Renault,Clio,2013,Essence,Manuelle,82000 Km,5 CV,Très bon,15 Déc. 2017,29500
835,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-15089,Renault,Symbol,2009,Essence,Manuelle,165000 Km,5 CV,Très bon,15 Déc. 2017,15300
836,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-nemo-1er-main-15088,Citroen,Nemo,06-2015,Diesel,Manuelle,28800 Km,6 CV,Très bon,15 Déc. 2017,23500
837,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c3-15083,Citroen,C3,2009,Essence,Manuelle,105000 Km,5 CV,Très bon,14 Déc. 2017,15000
838,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-titanium-15082,Ford,Fiesta,2012,Essence,Manuelle,155000 Km,5 CV,Très bon,14 Déc. 2017,24000
839,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-6-15081,Volkswagen,Polo 6,2009,Essence,Manuelle,135000 Km,5 CV,Très bon,14 Déc. 2017,18000
840,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-15080,Renault,Clio,2009,Essence,Manuelle,115000 Km,5 CV,Très bon,14 Déc. 2017,19300
841,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-15078,Volkswagen,Polo 7,2011,Essence,Manuelle,125000 Km,5 CV,Très bon,14 Déc. 2017,21500
842,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/seat-leon-coupe-15077,Seat,Leon,2016,Essence,Manuelle,17000 Km,6 CV,Excellent,14 Déc. 2017,42500
843,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-15076,Renault,Clio,2002,Essence,Manuelle,115000 Km,5 CV,Bon,14 Déc. 2017,10500
844,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-15075,Peugeot,206,2003,Essence,Manuelle,185000 Km,5 CV,Très bon,14 Déc. 2017,12000
845,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-15074,Renault,Clio,2005,Essence,Manuelle,185000 Km,5 CV,Très bon,14 Déc. 2017,14400
846,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-grande-2-porte-15056,Fiat,Grande Punto ,12-2010,Essence,Manuelle,136000 Km,4 CV,Excellent,10 Déc. 2017,19000
847,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/hyundai-ix35-15057,Hyundai,IX35,02-2014,Diesel,Automatique,135000 Km,11 CV,Excellent,10 Déc. 2017,65000
848,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a-vendre-fiat-siena-en-tres-bon-etat-15054,Fiat,Siena,10-2007,Essence,Manuelle,80000 Km,5 CV,Excellent,8 Déc. 2017,14000
849,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-15046,Ford,Fiesta,09-1999,Essence,Manuelle,100 Km,5 CV,En marche,7 Déc. 2017,7300
850,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-benz-classe-c-diesel-15047,Mercedes,Classe C,03-2012,Diesel,Manuelle,200 Km,7 CV,Très bon,7 Déc. 2017,53000
851,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c5-15043,Citroen,C4 Picasso,2010,Essence,Manuelle,155000 Km,9 CV,Très bon,6 Déc. 2017,23900
852,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-15042,Renault,Megane,2005,Diesel,Manuelle,165000 Km,6 CV,Bon,6 Déc. 2017,11000
853,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-focus-15041,Ford,Focus,2011,Essence,Manuelle,145000 Km,6 CV,Très bon,6 Déc. 2017,19000
854,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/skoda-fabia-15040,Skoda,Fabia,2015,Essence,Manuelle,57000 Km,5 CV,Très bon,6 Déc. 2017,28000
855,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-316i-15039,BMW,SERIE 3 ,2009,Essence,Manuelle,97000 Km,7 CV,Très bon,6 Déc. 2017,42000
856,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-15038,Ford,Fiesta,2008,Essence,Manuelle,105000 Km,5 CV,Très bon,6 Déc. 2017,14000
857,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-picanto-15037,Kia,Picanto,2014,Essence,Manuelle,72000 Km,4 CV,Très bon,6 Déc. 2017,24500
858,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a3-15036,Audi,A3,2015,Essence,Manuelle,77000 Km,5 CV,Très bon,6 Déc. 2017,44000
859,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-6-15035,Volkswagen,Polo 6,2006,Essence,Manuelle,145000 Km,4 CV,Très bon,6 Déc. 2017,15000
860,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mazda-bt-50-15034,Mazda,BT-50 Pick-up,2012,Diesel,Manuelle,250000 Km,11 CV,Très bon,6 Déc. 2017,35500
861,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-punto-15033,Fiat,Punto,2015,Essence,Manuelle,62000 Km,4 CV,Très bon,6 Déc. 2017,23500
862,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-15032,Renault,Clio,2005,Essence,Manuelle,185000 Km,5 CV,Très bon,6 Déc. 2017,14400
863,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-mini-unique-15025,Mini,One,12-2014,Essence,Manuelle,52000 Km,5 CV,Excellent,6 Déc. 2017,64000
864,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-partner-mutisplace-15026,Peugeot,Partner ,08-2013,Diesel,Manuelle,114000 Km,6 CV,Excellent,6 Déc. 2017,37000
865,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-207-15028,Peugeot,207,11-2011,Essence,Manuelle,63000 Km,5 CV,Très bon,6 Déc. 2017,25000
866,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/av-peugeot-301-2ans-15029,Peugeot,301,07-2015,Essence,Manuelle,82000 Km,5 CV,Très bon,6 Déc. 2017,21000
867,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-stilo-15023,Fiat,Stilo,08-2003,Essence,Manuelle,178000 Km,5 CV,Bon,4 Déc. 2017,12300
868,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/-15014,Mitsubishi,L200,2015,Diesel,Manuelle,70000 Km,10 CV,Excellent,29 Nov. 2017,30000
869,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-407-15012,Peugeot,407,2006,Essence,Manuelle,230000 Km,9 CV,Très bon,28 Nov. 2017,14500
870,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-15011,Audi,A4,2011,Essence,Manuelle,156000 Km,7 CV,Très bon,28 Nov. 2017,36500
871,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-jetta-15010,Volkswagen,Jetta,2008,Essence,Manuelle,115000 Km,7 CV,Très bon,28 Nov. 2017,27000
872,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/hyundai-grand-i10-15009,Hyundai,Grand i10,2015,Essence,Manuelle,67000 Km,5 CV,Très bon,28 Nov. 2017,24000
873,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-caddy-tdi-15008,Volkswagen,Caddy,2013,Diesel,Manuelle,115000 Km,5 CV,Très bon,28 Nov. 2017,24000
874,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-15007,Renault,Megane,2005,Essence,Manuelle,175000 Km,7 CV,Très bon,28 Nov. 2017,16800
875,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbole-15001,Renault,Symbol,04-2014,Essence,Manuelle,93000 Km,5 CV,Bon,27 Nov. 2017,20000
876,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/sportage-blanche-tres-entretenu-14998,Kia,Sportages,02-2013,Diesel,Manuelle,140000 Km,6 CV,D'origine,26 Nov. 2017,59000
877,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/une-peugeot-301-allure-14987,Peugeot,301,06-2014,Essence,Manuelle,71000 Km,5 CV,D'origine,25 Nov. 2017,23000
878,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/megane-phase-3-14989,Renault,Megane,07-2013,Diesel,Manuelle,95000 Km,5 CV,D'origine,25 Nov. 2017,33000
879,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-focus-1ere-main-14990,Ford,Focus,12-2006,Essence,Manuelle,157000 Km,6 CV,Excellent,25 Nov. 2017,18000
880,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-6-premiere-main-14991,Volkswagen,Polo,05-2007,Essence,Manuelle,127000 Km,4 CV,Très bon,25 Nov. 2017,17000
881,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-14974,Renault,Symbol,2010,Essence,Manuelle,92000 Km,5 CV,Très bon,21 Nov. 2017,20500
882,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c3-14973,Citroen,C3,2009,Essence,Manuelle,165000 Km,4 CV,Très bon,21 Nov. 2017,15500
883,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-14972,Renault,Symbol,2015,Essence,Manuelle,135000 Km,5 CV,Très bon,21 Nov. 2017,23000
884,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-14971,Renault,Clio,2011,Essence,Manuelle,105000 Km,5 CV,Très bon,21 Nov. 2017,25700
885,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-500-14970,Fiat,500,2012,Essence,Manuelle,82000 Km,4 CV,Très bon,21 Nov. 2017,24800
886,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-fluence-14969,Renault,Fluence,2012,Essence,Manuelle,77000 Km,7 CV,Très bon,21 Nov. 2017,27900
887,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-4cv-toutes-options-francaise-14966,Peugeot,206,12-2003,Essence,Manuelle,283000 Km,4 CV,Très bon,21 Nov. 2017,14000
888,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-passat-cc-14960,Volkswagen,Passat Cc,2011,Essence,Manuelle,97000 Km,9 CV,Très bon,18 Nov. 2017,49000
889,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-serie-3-14957,BMW,SERIE 3 ,2007,Diesel,Manuelle,185000 Km,9 CV,Très bon,17 Nov. 2017,35900
890,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-14956,Citroen,Berlingo,2014,Diesel,Manuelle,104000 Km,5 CV,Très bon,17 Nov. 2017,36000
891,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-passat-14955,Volkswagen,Passat,2006,Essence,Manuelle,185000 Km,7 CV,Très bon,17 Nov. 2017,22000
892,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-7-14954,Volkswagen,Polo 7,2013,Essence,Manuelle,72000 Km,5 CV,Très bon,17 Nov. 2017,24000
893,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-14953,Renault,Symbol,2014,Essence,Manuelle,92000 Km,5 CV,Très bon,17 Nov. 2017,21000
894,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nissan-juke-14949,Nissan,Juke,2012,Essence,Manuelle,135000 Km,6 CV,Très bon,16 Nov. 2017,36000
895,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-golf-7-14948,Volkswagen,Golf 7,2014,Essence,Manuelle,82000 Km,5 CV,Très bon,16 Nov. 2017,41800
896,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-14947,Ford,Fiesta,2010,Essence,Manuelle,135000 Km,5 CV,Très bon,16 Nov. 2017,14300
897,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-sportage-14946,Kia,Sportages,2012,Diesel,Manuelle,145000 Km,6 CV,Très bon,16 Nov. 2017,45500
898,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mazda3-premiere-main-14942,Mazda,Mazda3,12-2014,Essence,Manuelle,77000 Km,6 CV,Très bon,15 Nov. 2017,42000
899,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-corsa-c-12-5cv-14935,Opel,Corsa,12-2002,Essence,Automatique,226000 Km,5 CV,Excellent,14 Nov. 2017,12800
900,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-mini-unique-14933,Mini,One,12-2014,Essence,Manuelle,47000 Km,5 CV,Excellent,13 Nov. 2017,65000
901,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-partner-etat-neuf-14934,Peugeot,Partner Tepee,11-2013,Diesel,Manuelle,106000 Km,5 CV,Excellent,13 Nov. 2017,38000
902,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/wv-polo-6-noir-5cv-14918,Volkswagen,Polo 6,10-2008,Essence,Manuelle,210000 Km,5 CV,Très bon,9 Nov. 2017,13900
